CaseID,Activity,Timestamp,Resource
233,Συσκευασία,2024-01-03 16:19:00,Αποθηκάριος
233,Αποστολή,2024-01-03 21:19:00,Courier
234,Υποβολή Παραγγελίας,2024-01-03 09:28:00,Πελάτης
234,Έλεγχος Πληρωμής,2024-01-03 09:36:00,Σύστημα
234,Συλλογή Προϊόντων,2024-01-03 16:36:00,Αποθηκάριος
234,Συσκευασία,2024-01-03 16:54:00,Αποθηκάριος
234,Αποστολή,2024-01-03 19:54:00,Courier
235,Υποβολή Παραγγελίας,2024-01-03 09:42:00,Πελάτης
235,Έλεγχος Πληρωμής,2024-01-03 09:48:00,Σύστημα
235,Συλλογή Προϊόντων,2024-01-03 12:48:00,Αποθηκάριος
235,Συσκευασία,2024-01-03 13:06:00,Αποθηκάριος
235,Αποστολή,2024-01-03 14:06:00,Courier
236,Υποβολή Παραγγελίας,2024-01-03 09:59:00,Πελάτης
236,Έλεγχος Πληρωμής,2024-01-03 10:03:00,Σύστημα
236,Συλλογή Προϊόντων,2024-01-04 03:03:00,Αποθηκάριος
236,Συσκευασία,2024-01-04 03:32:00,Αποθηκάριος
236,Αποστολή,2024-01-04 08:32:00,Courier
237,Υποβολή Παραγγελίας,2024-01-03 09:38:00,Πελάτης
237,Έλεγχος Πληρωμής,2024-01-03 09:49:00,Σύστημα
237,Συλλογή Προϊόντων,2024-01-03 23:49:00,Αποθηκάριος
237,Συσκευασία,2024-01-04 00:17:00,Αποθηκάριος
237,Αποστολή,2024-01-04 01:17:00,Courier
238,Υποβολή Παραγγελίας,2024-01-03 09:53:00,Πελάτης
238,Έλεγχος Πληρωμής,2024-01-03 10:07:00,Σύστημα
238,Συλλογή Προϊόντων,2024-01-04 04:07:00,Αποθηκάριος
238,Συσκευασία,2024-01-04 04:26:00,Αποθηκάριος
238,Αποστολή,2024-01-04 06:26:00,Courier
239,Υποβολή Παραγγελίας,2024-01-03 10:03:00,Πελάτης
239,Έλεγχος Πληρωμής,2024-01-03 10:16:00,Σύστημα
239,Συλλογή Προϊόντων,2024-01-03 12:16:00,Αποθηκάριος
239,Συσκευασία,2024-01-03 12:42:00,Αποθηκάριος
239,Αποστολή,2024-01-03 17:42:00,Courier
240,Υποβολή Παραγγελίας,2024-01-03 10:48:00,Πελάτης
240,Έλεγχος Πληρωμής,2024-01-03 10:56:00,Σύστημα
240,Συλλογή Προϊόντων,2024-01-04 00:56:00,Αποθηκάριος
240,Συσκευασία,2024-01-04 01:16:00,Αποθηκάριος
240,Αποστολή,2024-01-04 06:16:00,Courier
241,Υποβολή Παραγγελίας,2024-01-03 10:39:00,Πελάτης
241,Έλεγχος Πληρωμής,2024-01-03 10:42:00,Σύστημα
241,Συλλογή Προϊόντων,2024-01-03 16:42:00,Αποθηκάριος
241,Συσκευασία,2024-01-03 17:06:00,Αποθηκάριος
241,Αποστολή,2024-01-03 22:06:00,Courier
242,Υποβολή Παραγγελίας,2024-01-03 11:06:00,Πελάτης
242,Έλεγχος Πληρωμής,2024-01-03 11:21:00,Σύστημα
242,Συλλογή Προϊόντων,2024-01-04 03:21:00,Αποθηκάριος
242,Συσκευασία,2024-01-04 03:48:00,Αποθηκάριος
242,Αποστολή,2024-01-04 05:48:00,Courier
243,Υποβολή Παραγγελίας,2024-01-03 11:27:00,Πελάτης
243,Έλεγχος Πληρωμής,2024-01-03 11:33:00,Σύστημα
243,Συλλογή Προϊόντων,2024-01-04 10:33:00,Αποθηκάριος
243,Συσκευασία,2024-01-04 10:58:00,Αποθηκάριος
243,Διόρθωση Συσκευασίας,2024-01-04 11:46:00,Επόπτης
243,Συσκευασία,2024-01-04 11:57:00,Αποθηκάριος
243,Αποστολή,2024-01-04 15:57:00,Courier
244,Υποβολή Παραγγελίας,2024-01-03 11:32:00,Πελάτης
244,Έλεγχος Πληρωμής,2024-01-03 11:44:00,Σύστημα
244,Συλλογή Προϊόντων,2024-01-03 15:44:00,Αποθηκάριος
244,Συσκευασία,2024-01-03 16:13:00,Αποθηκάριος
244,Διόρθωση Συσκευασίας,2024-01-03 16:34:00,Επόπτης
244,Συσκευασία,2024-01-03 16:44:00,Αποθηκάριος
244,Αποστολή,2024-01-03 20:44:00,Courier
245,Υποβολή Παραγγελίας,2024-01-03 11:38:00,Πελάτης
245,Έλεγχος Πληρωμής,2024-01-03 11:47:00,Σύστημα
245,Συλλογή Προϊόντων,2024-01-03 18:47:00,Αποθηκάριος
245,Συσκευασία,2024-01-03 18:59:00,Αποθηκάριος
245,Αποστολή,2024-01-03 22:59:00,Courier
246,Υποβολή Παραγγελίας,2024-01-03 11:23:00,Πελάτης
246,Έλεγχος Πληρωμής,2024-01-03 11:38:00,Σύστημα
246,Συλλογή Προϊόντων,2024-01-03 22:38:00,Αποθηκάριος
246,Συσκευασία,2024-01-03 22:55:00,Αποθηκάριος
246,Αποστολή,2024-01-03 23:55:00,Courier
247,Υποβολή Παραγγελίας,2024-01-03 11:34:00,Πελάτης
247,Έλεγχος Πληρωμής,2024-01-03 11:41:00,Σύστημα
247,Συλλογή Προϊόντων,2024-01-03 14:41:00,Αποθηκάριος
247,Συσκευασία,2024-01-03 15:07:00,Αποθηκάριος
247,Αποστολή,2024-01-03 19:07:00,Courier
248,Υποβολή Παραγγελίας,2024-01-03 11:58:00,Πελάτης
248,Έλεγχος Πληρωμής,2024-01-03 12:04:00,Σύστημα
248,Συλλογή Προϊόντων,2024-01-03 14:04:00,Αποθηκάριος
248,Συσκευασία,2024-01-03 14:24:00,Αποθηκάριος
248,Αποστολή,2024-01-03 19:24:00,Courier
249,Υποβολή Παραγγελίας,2024-01-03 12:09:00,Πελάτης
249,Έλεγχος Πληρωμής,2024-01-03 12:12:00,Σύστημα
249,Συλλογή Προϊόντων,2024-01-03 22:12:00,Αποθηκάριος
249,Συσκευασία,2024-01-03 22:31:00,Αποθηκάριος
249,Αποστολή,2024-01-04 03:31:00,Courier
250,Υποβολή Παραγγελίας,2024-01-03 12:30:00,Πελάτης
250,Έλεγχος Πληρωμής,2024-01-03 12:37:00,Σύστημα
250,Συλλογή Προϊόντων,2024-01-03 17:37:00,Αποθηκάριος
250,Συσκευασία,2024-01-03 17:56:00,Αποθηκάριος
250,Αποστολή,2024-01-03 18:56:00,Courier
251,Υποβολή Παραγγελίας,2024-01-03 12:52:00,Πελάτης
251,Έλεγχος Πληρωμής,2024-01-03 12:56:00,Σύστημα
251,Συλλογή Προϊόντων,2024-01-04 06:56:00,Αποθηκάριος
251,Συσκευασία,2024-01-04 07:14:00,Αποθηκάριος
251,Αποστολή,2024-01-04 12:14:00,Courier
252,Υποβολή Παραγγελίας,2024-01-03 13:33:00,Πελάτης
252,Έλεγχος Πληρωμής,2024-01-03 13:44:00,Σύστημα
252,Συλλογή Προϊόντων,2024-01-03 15:44:00,Αποθηκάριος
252,Συσκευασία,2024-01-03 15:54:00,Αποθηκάριος
252,Διόρθωση Συσκευασίας,2024-01-03 16:14:00,Επόπτης
252,Συσκευασία,2024-01-03 16:21:00,Αποθηκάριος
252,Αποστολή,2024-01-03 18:21:00,Courier
253,Υποβολή Παραγγελίας,2024-01-03 12:54:00,Πελάτης
253,Έλεγχος Πληρωμής,2024-01-03 13:00:00,Σύστημα
253,Συλλογή Προϊόντων,2024-01-04 05:00:00,Αποθηκάριος
253,Συσκευασία,2024-01-04 05:10:00,Αποθηκάριος
253,Αποστολή,2024-01-04 07:10:00,Courier
254,Υποβολή Παραγγελίας,2024-01-03 13:21:00,Πελάτης
254,Έλεγχος Πληρωμής,2024-01-03 13:22:00,Σύστημα
254,Συλλογή Προϊόντων,2024-01-04 05:22:00,Αποθηκάριος
254,Συσκευασία,2024-01-04 05:47:00,Αποθηκάριος
254,Αποστολή,2024-01-04 08:47:00,Courier
255,Υποβολή Παραγγελίας,2024-01-03 13:34:00,Πελάτης
255,Έλεγχος Πληρωμής,2024-01-03 13:37:00,Σύστημα
255,Συλλογή Προϊόντων,2024-01-04 02:37:00,Αποθηκάριος
255,Συσκευασία,2024-01-04 03:07:00,Αποθηκάριος
255,Αποστολή,2024-01-04 06:07:00,Courier
256,Υποβολή Παραγγελίας,2024-01-03 13:05:00,Πελάτης
256,Έλεγχος Πληρωμής,2024-01-03 13:14:00,Σύστημα
256,Συλλογή Προϊόντων,2024-01-04 10:14:00,Αποθηκάριος
256,Συσκευασία,2024-01-04 10:40:00,Αποθηκάριος
256,Αποστολή,2024-01-04 13:40:00,Courier
257,Υποβολή Παραγγελίας,2024-01-03 13:15:00,Πελάτης
257,Έλεγχος Πληρωμής,2024-01-03 13:22:00,Σύστημα
257,Συλλογή Προϊόντων,2024-01-03 22:22:00,Αποθηκάριος
257,Συσκευασία,2024-01-03 22:38:00,Αποθηκάριος
257,Αποστολή,2024-01-04 00:38:00,Courier
258,Υποβολή Παραγγελίας,2024-01-03 14:24:00,Πελάτης
258,Έλεγχος Πληρωμής,2024-01-03 14:34:00,Σύστημα
258,Συλλογή Προϊόντων,2024-01-04 14:34:00,Αποθηκάριος
258,Συσκευασία,2024-01-04 14:49:00,Αποθηκάριος
258,Αποστολή,2024-01-04 17:49:00,Courier
259,Υποβολή Παραγγελίας,2024-01-03 14:08:00,Πελάτης
259,Έλεγχος Πληρωμής,2024-01-03 14:22:00,Σύστημα
259,Ακύρωση Παραγγελίας,2024-01-03 14:58:00,Σύστημα
260,Υποβολή Παραγγελίας,2024-01-03 14:39:00,Πελάτης
260,Έλεγχος Πληρωμής,2024-01-03 14:51:00,Σύστημα
260,Συλλογή Προϊόντων,2024-01-04 14:51:00,Αποθηκάριος
260,Συσκευασία,2024-01-04 15:14:00,Αποθηκάριος
260,Αποστολή,2024-01-04 17:14:00,Courier
261,Υποβολή Παραγγελίας,2024-01-03 15:22:00,Πελάτης
261,Έλεγχος Πληρωμής,2024-01-03 15:28:00,Σύστημα
261,Συλλογή Προϊόντων,2024-01-04 11:28:00,Αποθηκάριος
261,Συσκευασία,2024-01-04 11:41:00,Αποθηκάριος
261,Αποστολή,2024-01-04 15:41:00,Courier
262,Υποβολή Παραγγελίας,2024-01-03 14:48:00,Πελάτης
262,Έλεγχος Πληρωμής,2024-01-03 14:58:00,Σύστημα
262,Συλλογή Προϊόντων,2024-01-04 06:58:00,Αποθηκάριος
262,Συσκευασία,2024-01-04 07:20:00,Αποθηκάριος
262,Αποστολή,2024-01-04 08:20:00,Courier
263,Υποβολή Παραγγελίας,2024-01-03 14:53:00,Πελάτης
263,Έλεγχος Πληρωμής,2024-01-03 14:58:00,Σύστημα
263,Συλλογή Προϊόντων,2024-01-03 23:58:00,Αποθηκάριος
263,Συσκευασία,2024-01-04 00:27:00,Αποθηκάριος
263,Αποστολή,2024-01-04 03:27:00,Courier
264,Υποβολή Παραγγελίας,2024-01-03 15:59:00,Πελάτης
264,Έλεγχος Πληρωμής,2024-01-03 16:12:00,Σύστημα
264,Συλλογή Προϊόντων,2024-01-03 22:12:00,Αποθηκάριος
264,Συσκευασία,2024-01-03 22:25:00,Αποθηκάριος
264,Αποστολή,2024-01-03 23:25:00,Courier
265,Υποβολή Παραγγελίας,2024-01-03 15:35:00,Πελάτης
265,Έλεγχος Πληρωμής,2024-01-03 15:36:00,Σύστημα
265,Συλλογή Προϊόντων,2024-01-04 02:36:00,Αποθηκάριος
265,Συσκευασία,2024-01-04 02:53:00,Αποθηκάριος
265,Αποστολή,2024-01-04 03:53:00,Courier
266,Υποβολή Παραγγελίας,2024-01-03 16:05:00,Πελάτης
266,Έλεγχος Πληρωμής,2024-01-03 16:13:00,Σύστημα
266,Συλλογή Προϊόντων,2024-01-04 11:13:00,Αποθηκάριος
266,Συσκευασία,2024-01-04 11:30:00,Αποθηκάριος
266,Αποστολή,2024-01-04 15:30:00,Courier
267,Υποβολή Παραγγελίας,2024-01-03 16:04:00,Πελάτης
267,Έλεγχος Πληρωμής,2024-01-03 16:16:00,Σύστημα
267,Συλλογή Προϊόντων,2024-01-04 04:16:00,Αποθηκάριος
267,Συσκευασία,2024-01-04 04:37:00,Αποθηκάριος
267,Αποστολή,2024-01-04 06:37:00,Courier
268,Υποβολή Παραγγελίας,2024-01-03 16:14:00,Πελάτης
268,Έλεγχος Πληρωμής,2024-01-03 16:24:00,Σύστημα
268,Ακύρωση Παραγγελίας,2024-01-03 17:20:00,Σύστημα
269,Υποβολή Παραγγελίας,2024-01-03 16:04:00,Πελάτης
269,Έλεγχος Πληρωμής,2024-01-03 16:16:00,Σύστημα
269,Συλλογή Προϊόντων,2024-01-04 06:16:00,Αποθηκάριος
269,Συσκευασία,2024-01-04 06:34:00,Αποθηκάριος
269,Διόρθωση Συσκευασίας,2024-01-04 06:58:00,Επόπτης
269,Συσκευασία,2024-01-04 07:04:00,Αποθηκάριος
269,Αποστολή,2024-01-04 10:04:00,Courier
270,Υποβολή Παραγγελίας,2024-01-03 17:00:00,Πελάτης
270,Έλεγχος Πληρωμής,2024-01-03 17:13:00,Σύστημα
270,Συλλογή Προϊόντων,2024-01-04 08:13:00,Αποθηκάριος
270,Συσκευασία,2024-01-04 08:38:00,Αποθηκάριος
270,Αποστολή,2024-01-04 10:38:00,Courier
271,Υποβολή Παραγγελίας,2024-01-03 17:13:00,Πελάτης
271,Έλεγχος Πληρωμής,2024-01-03 17:23:00,Σύστημα
271,Συλλογή Προϊόντων,2024-01-04 09:23:00,Αποθηκάριος
271,Συσκευασία,2024-01-04 09:34:00,Αποθηκάριος
271,Αποστολή,2024-01-04 11:34:00,Courier
272,Υποβολή Παραγγελίας,2024-01-03 17:23:00,Πελάτης
272,Έλεγχος Πληρωμής,2024-01-03 17:29:00,Σύστημα
272,Συλλογή Προϊόντων,2024-01-03 20:29:00,Αποθηκάριος
272,Συσκευασία,2024-01-03 20:58:00,Αποθηκάριος
272,Αποστολή,2024-01-04 00:58:00,Courier
273,Υποβολή Παραγγελίας,2024-01-03 17:36:00,Πελάτης
273,Έλεγχος Πληρωμής,2024-01-03 17:49:00,Σύστημα
273,Συλλογή Προϊόντων,2024-01-04 11:49:00,Αποθηκάριος
273,Συσκευασία,2024-01-04 12:11:00,Αποθηκάριος
273,Αποστολή,2024-01-04 15:11:00,Courier
274,Υποβολή Παραγγελίας,2024-01-03 17:43:00,Πελάτης
274,Έλεγχος Πληρωμής,2024-01-03 17:45:00,Σύστημα
274,Ακύρωση Παραγγελίας,2024-01-03 18:25:00,Σύστημα
275,Υποβολή Παραγγελίας,2024-01-03 17:36:00,Πελάτης
275,Έλεγχος Πληρωμής,2024-01-03 17:49:00,Σύστημα
275,Συλλογή Προϊόντων,2024-01-04 06:49:00,Αποθηκάριος
275,Συσκευασία,2024-01-04 07:08:00,Αποθηκάριος
275,Αποστολή,2024-01-04 10:08:00,Courier
276,Υποβολή Παραγγελίας,2024-01-03 18:20:00,Πελάτης
276,Έλεγχος Πληρωμής,2024-01-03 18:22:00,Σύστημα
276,Συλλογή Προϊόντων,2024-01-03 21:22:00,Αποθηκάριος
276,Συσκευασία,2024-01-03 21:45:00,Αποθηκάριος
276,Αποστολή,2024-01-03 23:45:00,Courier
277,Υποβολή Παραγγελίας,2024-01-03 18:32:00,Πελάτης
277,Έλεγχος Πληρωμής,2024-01-03 18:43:00,Σύστημα
277,Συλλογή Προϊόντων,2024-01-04 15:43:00,Αποθηκάριος
277,Συσκευασία,2024-01-04 16:01:00,Αποθηκάριος
277,Διόρθωση Συσκευασίας,2024-01-04 16:44:00,Επόπτης
277,Συσκευασία,2024-01-04 16:50:00,Αποθηκάριος
277,Αποστολή,2024-01-04 19:50:00,Courier
278,Υποβολή Παραγγελίας,2024-01-03 18:25:00,Πελάτης
278,Έλεγχος Πληρωμής,2024-01-03 18:34:00,Σύστημα
278,Συλλογή Προϊόντων,2024-01-04 01:34:00,Αποθηκάριος
278,Συσκευασία,2024-01-04 01:52:00,Αποθηκάριος
278,Αποστολή,2024-01-04 03:52:00,Courier
279,Υποβολή Παραγγελίας,2024-01-03 18:17:00,Πελάτης
279,Έλεγχος Πληρωμής,2024-01-03 18:26:00,Σύστημα
279,Συλλογή Προϊόντων,2024-01-04 09:26:00,Αποθηκάριος
279,Συσκευασία,2024-01-04 09:41:00,Αποθηκάριος
279,Αποστολή,2024-01-04 10:41:00,Courier
280,Υποβολή Παραγγελίας,2024-01-03 19:06:00,Πελάτης
280,Έλεγχος Πληρωμής,2024-01-03 19:07:00,Σύστημα
280,Συλλογή Προϊόντων,2024-01-04 19:07:00,Αποθηκάριος
280,Συσκευασία,2024-01-04 19:28:00,Αποθηκάριος
280,Αποστολή,2024-01-04 22:28:00,Courier
281,Υποβολή Παραγγελίας,2024-01-03 18:52:00,Πελάτης
281,Έλεγχος Πληρωμής,2024-01-03 18:57:00,Σύστημα
281,Συλλογή Προϊόντων,2024-01-04 05:57:00,Αποθηκάριος
281,Συσκευασία,2024-01-04 06:21:00,Αποθηκάριος
281,Αποστολή,2024-01-04 10:21:00,Courier
282,Υποβολή Παραγγελίας,2024-01-03 19:48:00,Πελάτης
282,Έλεγχος Πληρωμής,2024-01-03 20:00:00,Σύστημα
282,Συλλογή Προϊόντων,2024-01-04 02:00:00,Αποθηκάριος
282,Συσκευασία,2024-01-04 02:24:00,Αποθηκάριος
282,Αποστολή,2024-01-04 06:24:00,Courier
283,Υποβολή Παραγγελίας,2024-01-03 20:06:00,Πελάτης
283,Έλεγχος Πληρωμής,2024-01-03 20:16:00,Σύστημα
283,Συλλογή Προϊόντων,2024-01-04 06:16:00,Αποθηκάριος
283,Συσκευασία,2024-01-04 06:40:00,Αποθηκάριος
283,Διόρθωση Συσκευασίας,2024-01-04 07:29:00,Επόπτης
283,Συσκευασία,2024-01-04 07:40:00,Αποθηκάριος
283,Αποστολή,2024-01-04 12:40:00,Courier
284,Υποβολή Παραγγελίας,2024-01-03 20:02:00,Πελάτης
284,Έλεγχος Πληρωμής,2024-01-03 20:06:00,Σύστημα
284,Συλλογή Προϊόντων,2024-01-04 04:06:00,Αποθηκάριος
284,Συσκευασία,2024-01-04 04:34:00,Αποθηκάριος
284,Αποστολή,2024-01-04 09:34:00,Courier
285,Υποβολή Παραγγελίας,2024-01-03 19:57:00,Πελάτης
285,Έλεγχος Πληρωμής,2024-01-03 20:00:00,Σύστημα
285,Ακύρωση Παραγγελίας,2024-01-03 20:48:00,Σύστημα
286,Υποβολή Παραγγελίας,2024-01-03 20:32:00,Πελάτης
286,Έλεγχος Πληρωμής,2024-01-03 20:42:00,Σύστημα
286,Συλλογή Προϊόντων,2024-01-04 02:42:00,Αποθηκάριος
286,Συσκευασία,2024-01-04 02:56:00,Αποθηκάριος
286,Διόρθωση Συσκευασίας,2024-01-04 03:25:00,Επόπτης
286,Συσκευασία,2024-01-04 03:32:00,Αποθηκάριος
286,Αποστολή,2024-01-04 07:32:00,Courier
287,Υποβολή Παραγγελίας,2024-01-03 20:40:00,Πελάτης
287,Έλεγχος Πληρωμής,2024-01-03 20:55:00,Σύστημα
287,Ακύρωση Παραγγελίας,2024-01-03 21:44:00,Σύστημα
288,Υποβολή Παραγγελίας,2024-01-03 21:08:00,Πελάτης
288,Έλεγχος Πληρωμής,2024-01-03 21:11:00,Σύστημα
288,Συλλογή Προϊόντων,2024-01-04 18:11:00,Αποθηκάριος
288,Συσκευασία,2024-01-04 18:32:00,Αποθηκάριος
288,Αποστολή,2024-01-04 21:32:00,Courier
289,Υποβολή Παραγγελίας,2024-01-03 21:08:00,Πελάτης
289,Έλεγχος Πληρωμής,2024-01-03 21:15:00,Σύστημα
289,Συλλογή Προϊόντων,2024-01-03 23:15:00,Αποθηκάριος
289,Συσκευασία,2024-01-03 23:29:00,Αποθηκάριος
289,Αποστολή,2024-01-04 02:29:00,Courier
290,Υποβολή Παραγγελίας,2024-01-03 21:06:00,Πελάτης
290,Έλεγχος Πληρωμής,2024-01-03 21:16:00,Σύστημα
290,Συλλογή Προϊόντων,2024-01-04 00:16:00,Αποθηκάριος
290,Συσκευασία,2024-01-04 00:28:00,Αποθηκάριος
290,Διόρθωση Συσκευασίας,2024-01-04 01:00:00,Επόπτης
290,Συσκευασία,2024-01-04 01:15:00,Αποθηκάριος
290,Αποστολή,2024-01-04 05:15:00,Courier
291,Υποβολή Παραγγελίας,2024-01-03 21:33:00,Πελάτης
291,Έλεγχος Πληρωμής,2024-01-03 21:34:00,Σύστημα
291,Συλλογή Προϊόντων,2024-01-04 05:34:00,Αποθηκάριος
291,Συσκευασία,2024-01-04 05:56:00,Αποθηκάριος
291,Διόρθωση Συσκευασίας,2024-01-04 06:19:00,Επόπτης
291,Συσκευασία,2024-01-04 06:33:00,Αποθηκάριος
291,Αποστολή,2024-01-04 07:33:00,Courier
292,Υποβολή Παραγγελίας,2024-01-03 21:32:00,Πελάτης
292,Έλεγχος Πληρωμής,2024-01-03 21:45:00,Σύστημα
292,Συλλογή Προϊόντων,2024-01-04 20:45:00,Αποθηκάριος
292,Συσκευασία,2024-01-04 21:15:00,Αποθηκάριος
292,Αποστολή,2024-01-05 01:15:00,Courier
293,Υποβολή Παραγγελίας,2024-01-03 21:32:00,Πελάτης
293,Έλεγχος Πληρωμής,2024-01-03 21:40:00,Σύστημα
293,Συλλογή Προϊόντων,2024-01-04 20:40:00,Αποθηκάριος
293,Συσκευασία,2024-01-04 21:07:00,Αποθηκάριος
293,Αποστολή,2024-01-05 02:07:00,Courier
294,Υποβολή Παραγγελίας,2024-01-03 22:21:00,Πελάτης
294,Έλεγχος Πληρωμής,2024-01-03 22:25:00,Σύστημα
294,Συλλογή Προϊόντων,2024-01-04 09:25:00,Αποθηκάριος
294,Συσκευασία,2024-01-04 09:41:00,Αποθηκάριος
294,Διόρθωση Συσκευασίας,2024-01-04 10:36:00,Επόπτης
294,Συσκευασία,2024-01-04 10:41:00,Αποθηκάριος
294,Αποστολή,2024-01-04 14:41:00,Courier
295,Υποβολή Παραγγελίας,2024-01-03 22:34:00,Πελάτης
295,Έλεγχος Πληρωμής,2024-01-03 22:42:00,Σύστημα
295,Συλλογή Προϊόντων,2024-01-04 02:42:00,Αποθηκάριος
295,Συσκευασία,2024-01-04 03:06:00,Αποθηκάριος
295,Αποστολή,2024-01-04 05:06:00,Courier
296,Υποβολή Παραγγελίας,2024-01-03 22:29:00,Πελάτης
296,Έλεγχος Πληρωμής,2024-01-03 22:30:00,Σύστημα
296,Συλλογή Προϊόντων,2024-01-04 16:30:00,Αποθηκάριος
296,Συσκευασία,2024-01-04 16:41:00,Αποθηκάριος
296,Αποστολή,2024-01-04 17:41:00,Courier
297,Υποβολή Παραγγελίας,2024-01-03 23:00:00,Πελάτης
297,Έλεγχος Πληρωμής,2024-01-03 23:13:00,Σύστημα
297,Συλλογή Προϊόντων,2024-01-04 16:13:00,Αποθηκάριος
297,Συσκευασία,2024-01-04 16:41:00,Αποθηκάριος
297,Αποστολή,2024-01-04 20:41:00,Courier
298,Υποβολή Παραγγελίας,2024-01-03 22:51:00,Πελάτης
298,Έλεγχος Πληρωμής,2024-01-03 22:58:00,Σύστημα
298,Συλλογή Προϊόντων,2024-01-04 21:58:00,Αποθηκάριος
298,Συσκευασία,2024-01-04 22:23:00,Αποθηκάριος
298,Αποστολή,2024-01-05 01:23:00,Courier
299,Υποβολή Παραγγελίας,2024-01-03 22:52:00,Πελάτης
299,Έλεγχος Πληρωμής,2024-01-03 23:00:00,Σύστημα
299,Συλλογή Προϊόντων,2024-01-04 19:00:00,Αποθηκάριος
299,Συσκευασία,2024-01-04 19:17:00,Αποθηκάριος
299,Αποστολή,2024-01-05 00:17:00,Courier
300,Υποβολή Παραγγελίας,2024-01-03 23:41:00,Πελάτης
300,Έλεγχος Πληρωμής,2024-01-03 23:42:00,Σύστημα
300,Συλλογή Προϊόντων,2024-01-04 19:42:00,Αποθηκάριος
300,Συσκευασία,2024-01-04 19:58:00,Αποθηκάριος
300,Διόρθωση Συσκευασίας,2024-01-04 20:15:00,Επόπτης
300,Συσκευασία,2024-01-04 20:27:00,Αποθηκάριος
300,Αποστολή,2024-01-05 00:27:00,Courier
301,Υποβολή Παραγγελίας,2024-01-03 23:51:00,Πελάτης
301,Έλεγχος Πληρωμής,2024-01-03 23:54:00,Σύστημα
301,Συλλογή Προϊόντων,2024-01-04 22:54:00,Αποθηκάριος
301,Συσκευασία,2024-01-04 23:13:00,Αποθηκάριος
301,Αποστολή,2024-01-05 04:13:00,Courier
302,Υποβολή Παραγγελίας,2024-01-03 23:36:00,Πελάτης
302,Έλεγχος Πληρωμής,2024-01-03 23:48:00,Σύστημα
302,Συλλογή Προϊόντων,2024-01-04 05:48:00,Αποθηκάριος
302,Συσκευασία,2024-01-04 06:11:00,Αποθηκάριος
302,Αποστολή,2024-01-04 11:11:00,Courier
303,Υποβολή Παραγγελίας,2024-01-04 00:17:00,Πελάτης
303,Έλεγχος Πληρωμής,2024-01-04 00:24:00,Σύστημα
303,Συλλογή Προϊόντων,2024-01-04 22:24:00,Αποθηκάριος
303,Συσκευασία,2024-01-04 22:50:00,Αποθηκάριος
303,Αποστολή,2024-01-04 23:50:00,Courier
304,Υποβολή Παραγγελίας,2024-01-04 00:59:00,Πελάτης
304,Έλεγχος Πληρωμής,2024-01-04 01:03:00,Σύστημα
304,Συλλογή Προϊόντων,2024-01-04 13:03:00,Αποθηκάριος
304,Συσκευασία,2024-01-04 13:23:00,Αποθηκάριος
304,Αποστολή,2024-01-04 14:23:00,Courier
305,Υποβολή Παραγγελίας,2024-01-04 01:12:00,Πελάτης
305,Έλεγχος Πληρωμής,2024-01-04 01:13:00,Σύστημα
305,Συλλογή Προϊόντων,2024-01-04 08:13:00,Αποθηκάριος
305,Συσκευασία,2024-01-04 08:32:00,Αποθηκάριος
305,Αποστολή,2024-01-04 10:32:00,Courier
306,Υποβολή Παραγγελίας,2024-01-04 01:29:00,Πελάτης
306,Έλεγχος Πληρωμής,2024-01-04 01:30:00,Σύστημα
306,Συλλογή Προϊόντων,2024-01-04 04:30:00,Αποθηκάριος
306,Συσκευασία,2024-01-04 04:43:00,Αποθηκάριος
306,Αποστολή,2024-01-04 06:43:00,Courier
307,Υποβολή Παραγγελίας,2024-01-04 01:42:00,Πελάτης
307,Έλεγχος Πληρωμής,2024-01-04 01:47:00,Σύστημα
307,Συλλογή Προϊόντων,2024-01-04 06:47:00,Αποθηκάριος
307,Συσκευασία,2024-01-04 07:15:00,Αποθηκάριος
307,Αποστολή,2024-01-04 09:15:00,Courier
308,Υποβολή Παραγγελίας,2024-01-04 01:55:00,Πελάτης
308,Έλεγχος Πληρωμής,2024-01-04 02:07:00,Σύστημα
308,Συλλογή Προϊόντων,2024-01-04 23:07:00,Αποθηκάριος
308,Συσκευασία,2024-01-04 23:35:00,Αποθηκάριος
308,Αποστολή,2024-01-05 01:35:00,Courier
309,Υποβολή Παραγγελίας,2024-01-04 02:00:00,Πελάτης
309,Έλεγχος Πληρωμής,2024-01-04 02:04:00,Σύστημα
309,Συλλογή Προϊόντων,2024-01-04 12:04:00,Αποθηκάριος
309,Συσκευασία,2024-01-04 12:30:00,Αποθηκάριος
309,Αποστολή,2024-01-04 16:30:00,Courier
310,Υποβολή Παραγγελίας,2024-01-04 01:47:00,Πελάτης
310,Έλεγχος Πληρωμής,2024-01-04 02:00:00,Σύστημα
310,Συλλογή Προϊόντων,2024-01-04 21:00:00,Αποθηκάριος
310,Συσκευασία,2024-01-04 21:20:00,Αποθηκάριος
310,Αποστολή,2024-01-04 23:20:00,Courier
311,Υποβολή Παραγγελίας,2024-01-04 02:25:00,Πελάτης
311,Έλεγχος Πληρωμής,2024-01-04 02:28:00,Σύστημα
311,Συλλογή Προϊόντων,2024-01-04 18:28:00,Αποθηκάριος
311,Συσκευασία,2024-01-04 18:44:00,Αποθηκάριος
311,Αποστολή,2024-01-04 21:44:00,Courier
